Date (B.S.),Date (A.D.),Local Time,UTC Time,Latitude,Longitude,Magnitude,Remarks,Epicenter
2058-12-28,2002-04-09,11:00,05:15,27.46,86.174,4,NSC,Ramechhap
2058-10-22,2002-02-03,11:00,05:15,27.72,86.37,4.1,NSC,Dolakha
2061-9-13,2004-12-27,11:00,05:15,27.76,86.2,4.2,NSC,"Nagpa, Dolakaha"
2061-9-12,2004-12-26,11:00,05:15,29.9,81.63,4.3,NSC,"Sain, Bajura"
2061-8-3,2004-11-17,11:00,05:15,28.26,84.67,4.1,NSC,"Kharibot, Lamjung"
2061-7-25,2004-11-09,11:00,05:15,28.77,82.95,4.4,NSC,RahalGaun/Rukum 
2061-6-20,2004-10-05,11:00,05:15,26.83,86.55,4.1,NSC,"Simle, Udayapur"
2061-5-28,2004-09-12,11:00,05:15,29.51,81.84,4.4,NSC,"Shirkot, Mugu"
2061-5-18,2004-09-02,11:00,05:15,27.87,85.93,4.2,NSC,"Listikot, Sindhupalchowk"
2061-5-7,2004-08-22,11:00,05:15,28.03,85.24,4.1,NSC,"Kaseri, Rasuwa"
2061-4-6,2004-07-20,11:00,05:15,27.96,85.88,4.5,NSC,"Listikot, Sindhupalchok"
2061-4-2,2004-07-16,11:00,05:15,28.32,84.06,4.6,NSC,"Ghalegaun, Kaski"
2061-2-17,2004-05-29,11:00,05:15,28.58,89.97,4.3,NSC,"Niseldhar, Baglung"
2061-2-17,2004-05-29,11:00,05:15,28.55,82.96,4.9,NSC,"Niseldhar, Baglung"
2061-2-17,2004-05-29,11:00,05:15,28.59,82.98,4.3,NSC,"Niseldhar, Baglung"
2060-12-19,2004-03-31,11:00,05:15,27.18,87.63,4.6,NSC,"Isabun,Terathum"
2060-12-5,2004-03-17,11:00,05:15,27.67,87.82,4.1,NSC,"Amjilesa, Taplejung"
2060-11-7,2004-02-18,11:00,05:15,27.61,87.8,4.7,NSC,"Amjilesa, Taplejung"
2060-11-3,2004-02-14,11:00,05:15,29.67,80.88,4.3,NSC,"Brahmajali, Bhajhang"
2060-10-20,2004-02-02,11:00,05:15,29.32,81.53,4.1,NSC,"Tolideval, Bajura"
2060-9-24,2004-01-07,11:00,05:15,28.07,85,4,NSC,"Darkha, Dhading"
2060-9-20,2004-01-03,11:00,05:15,27.76,86.07,4.5,NSC,"Listikot, Sindhupalchok"
2060-9-20,2004-01-03,11:00,05:15,27.87,86.06,5.5,,"Listikot, Sindhupalchok"
2071-9-4,2014-12-18,21:17,15:32,27.73,86.52,5.9,NSC,Solukhumbu
2071-8-10,2014-11-25,21:34,15:49,28.25,84.94,4.5,NSC,Gorkha
2071-6-1,2014-09-17,16:14,10:29,27.76,88.05,4.5,NSC,Taplejung
2071-4-19,2014-08-03,11:42,05:57,29.45,85.64,5.9,N?A,Tibet
2071-3-24,2014-07-07,22:22,16:37,29.73,80.93,4.2,NSC,Bajhang-Darchula border
2071-3-21,2014-07-04,11:43,05:58,27.83,87.91,4.6,NSC,Taplejung
2071-2-12,2014-05-25,08:31,02:46,28.23,84.09,4.1,NSC,Kaski
2071-2-7,2014-05-20,00:21,18:36,28.32,84.73,4.3,NSC,Gorkha
2071-1-11,2014-04-23,12:59,07:14,27.3,87.62,4,NSC,Taplejung
2070-12-29,2014-04-11,23:07,17:22,29.29,81.26,4.2,NSC,Achham
2070-12-18,2014-03-31,13:36,07:51,30.11,81.93,4.4,NSC,Humla
