Airport,ShortName,Location,Country,Size
Mayajigua Airport,MJG,Mayajigua,Cuba,1
Orestes Acosta Airport,MOA,Moa,Cuba,1
Nicaro Airport,ICR,Nicaro,Cuba,1
Rafael Cabrera Airport,GER,Nueva Gerona,Cuba,1
Preston Airport,PST,Preston,Cuba,1
Punta Alegre Airport,UPA,Punta Alegre,Cuba,1
Punta De Maisi Airport,UMA,Punta De Maisi,Cuba,1
San Julian Airport,SNJ,San Julian,Cuba,1
Sancti Spiritus Airport,USS,Sancti Spiritus,Cuba,1
Anegada Airport,NGD,Anegada,British Virgin Islands,1
Beef Island Airport,EIS,Beef Island,British Virgin Islands,2
Hovercraft/Launch Pt Airport,NSX,N. Sound/Virgin Gorda,British Virgin Islands,1
Road Town Airport,RAD,Tortola,British Virgin Islands,1
West End Seaplane Base,TOV,Tortola,British Virgin Islands,1
Virgin Gorda Airport,VIJ,Virgin Gorda,British Virgin Islands,1
Santa Clara Airport,SNU,Santa Clara,Cuba,1
Antonio Maceo Airport,SCU,Santiago,Cuba,1
Siguanea Airport,SZJ,Siguanea,Cuba,1
Trinidad Airport,TND,Trinidad,Cuba,1
Juan Gualberto Gomez Airport,VRA,Varadero,Cuba,2
Grantley Adams International Airport,BGI,Bridgetown,Barbados,4
Andros Town Airport,ASD,Andros Town,Bahamas,1
Bimini International Airport,BIM,Bimini,Bahamas,1
North Seaplane Base,NSB,Bimini,Bahamas,1
Cape Eleuthera Airport,CEL,Cape Eleuthera,Bahamas,1
Cat Cays Airport,CXY,Cat Cays,Bahamas,1
Cat Island Airport,CAT,Cat Island,Bahamas,1
Chub Cay Airport,CCZ,Chub Cay,Bahamas,1
Congo Town Airport,COX,Congo Town,Bahamas,1
Crooked Island Airport,CRI,Crooked Island,Bahamas,1
Duncan Town Airport,DCT,Duncan Town,Bahamas,1
Freeport International Airport,FPO,Freeport,Bahamas,2
Exuma International Airport,GGT,George Town,Bahamas,2
L.F. Wade International Airport,BDA,Hamilton,Bermuda,2
Governors Harbour Airport,GHB,Governors Harbour,Bahamas,1
Aux Airbase,GBI,Grand Bahama,Bahamas,1
Great Harbour Airport,GHC,Great Harbour,Bahamas,1
Green Turtle Airport,GTC,Green Turtle,Bahamas,1
Harbour Island Airport,HBI,Harbour Island,Bahamas,1
Inagua Airport,IGA,Inagua,Bahamas,1
Deadmans Cay Airport,LGI,Long Island,Bahamas,1
Queen Beatrix International Airport,AUA,Aruba,Aruba,3
Mangrove Cay Airport,MAY,Mangrove Cay,Bahamas,1
Marsh Harbour International Airport,MHH,Marsh Harbour,Bahamas,2
Mastic Point Airport,MSK,Mastic Point,Bahamas,1
Mayaguana Airport,MYG,Mayaguana,Bahamas,1
Nassau International Airport,NAS,Nassau,Bahamas,3
Paradise Island Airport,PID,Nassau,Bahamas,1
Seaplane Base Airport,WZY,Nassau,Bahamas,1
New Bight Airport,NET,New Bight,Bahamas,1
North Eleuthera International Airport,ELH,North Eleuthera,Bahamas,1
Pitts Town Airport,PWN,Pitts Town,Bahamas,1
Powell Point Airport,PPO,Powell Point,Bahamas,1
S Eleuthera Airport,RSD,Rock Sound,Bahamas,1
Rum Cay Airport,RCY,Rum Cay,Bahamas,1
San Andros Airport,SAQ,San Andros,Bahamas,1
San Salvador Airport,ZSA,San Salvador,Bahamas,2
South Andros Airport,TZN,South Andros,Bahamas,1
Spanish Wells Airport,SWL,Spanish Wells,Bahamas,1
Springpoint Airport,AXP,Spring Point,Bahamas,1
Staniel Cay Airport,TYM,Staniel Cay,Bahamas,1
Estate Airstrip,SML,Stella Maris,Bahamas,1
The Bight Airport,TBI,The Bight,Bahamas,1
Treasure Cay Airport,TCB,Treasure Cay,Bahamas,1
West End Airport,WTD,West End,Bahamas,1
V.C. Bird International Airport,ANU,Antigua,Antigua and Barbuda,3
Barbuda Airport,BBQ,Barbuda,Antigua and Barbuda,1
Wallblake Airport,AXA,Anguilla,Anguilla,2
Abbse Airport,EAB,Abbse,Yemen,1
Aden International Airport,ADE,Aden,Yemen,2
Al Ghaydah Airport,AAY,Al Ghaydah,Yemen,1
Albuq Airport,BUK,Albuq,Yemen,1
Aljouf Airport,AJO,Aljouf,Yemen,1
Ataq Airport,AXK,Ataq,Yemen,1
Beidah Airport,BYD,Beidah,Yemen,1
Beihan Airport,BHN,Beihan,Yemen,1
Dathina Airport,DAH,Dathina,Yemen,1
Dhala Airport,DHL,Dhala,Yemen,1
Dhamar Airport,DMR,Dhamar,Yemen,1
Hodeidah Airport,HOD,Hodeidah,Yemen,1
Kamaran Is Airport,KAM,Kamaran Is,Yemen,1
Lodar Airport,LDR,Lodar,Yemen,1
Mareb Airport,MYN,Mareb,Yemen,1
Mukalla Airport,MKX,Mukalla,Yemen,1
Mukeiras Airport,UKR,Mukeiras,Yemen,1
Qishn Airport,IHN,Qishn,Yemen,1
Raudha Airport,RXA,Raudha,Yemen,1
Riyan Mukalla Airport,RIY,Riyan Mukalla,Yemen,1
Sadah Airport,SYE,Sadah,Yemen,1
Sanaa International Airport,SAH,Sanaa,Yemen,2
Seiyun Airport,GXF,Seiyun,Yemen,1
Socotra Airport,SCT,Socotra,Yemen,1
Al Janad Airport,TAI,Taiz,Yemen,1
Wadi Ain Airport,WDA,Wadi Ain,Yemen,1
Abu Dhabi International Airport,AUH,Abu Dhabi,United Arab Emirates,3
Al Dhafra Military Airport,DHF,Abu Dhabi,United Arab Emirates,1
Bateen Airport,AZI,Abu Dhabi,United Arab Emirates,1
Al Ain Airport,AAN,Al Ain,United Arab Emirates,2
Fujairah International Airport,FJR,Al-Fujairah,United Arab Emirates,1
Dubai International Airport,DXB,Dubai,United Arab Emirates,5
Military  Airport,NHD,Minhad Ab,United Arab Emirates,1
Ras Al Khaimah Airport,RKT,Ras Al Khaimah,United Arab Emirates,2
Sharjah International Airport,SHJ,Sharjah,United Arab Emirates,2
Al Thaurah Airport,SOR,Al Thaurah,Syria,1
Nejrab Airport,ALP,Aleppo,Syria,2
Damascus International Airport,DAM,Damascus,Syria,4
Al Jafrah Airport,DEZ,Deirezzor,Syria,1
Kameshli Airport,KAC,Kameshli,Syria,1
Latakia Airport,LTK,Latakia,Syria,1
Palmyra Airport,PMS,Palmyra,Syria,1
Melita Airport,DJE,Djerba,Tunisia,1
El Borma Airport,EBM,El Borma,Tunisia,1
Enfidha-Hammamet International Airport,NBE,Enfidha,Tunisia,1
Gabes Airport,GAE,Gabes,Tunisia,1
Gafsa Airport,GAF,Gafsa,Tunisia,1
Habib Bourguiba International Airport,MIR,Monastir,Tunisia,1
Sfax El Maou Airport,SFA,Sfax,Tunisia,1
Tabarka Airport,TBJ,Tabarka,Tunisia,1
Tozeur Airport,TOE,Tozeur,Tunisia,1
Carthage Airport,TUN,Tunis,Tunisia,2
Abha Airport,AHB,Abha,Saudi Arabia,1
Al-Aqiq Airport,ABT,Al-Baha,Saudi Arabia,1
Alahsa Airport,HOF,Alahsa,Saudi Arabia,1
Arar Airport,RAE,Arar,Saudi Arabia,1
Bisha Airport,BHH,Bisha,Saudi Arabia,1
King Fahad International,DMM,Dammam,Saudi Arabia,3
Dawadmi Airport,DWD,Dawadmi,Saudi Arabia,1
Al Udeid Airbase,XJD,Al Udeid,Qatar,1
Doha International Airport,DOH,Doha,Qatar,4
Dhahran Airport,DHA,Dhahran,Saudi Arabia,1
Gassim Airport,ELQ,Gassim,Saudi Arabia,1
Gurayat Airport,URY,Gurayat,Saudi Arabia,1
Hafr Albatin Airport,HBT,Hafr Albatin,Saudi Arabia,1
Hail Airport,HAS,Hail,Saudi Arabia,1
Jazan Airport,GIZ,Jazan,Saudi Arabia,1
King Abdulaziz International Airport,JED,Jeddah,Saudi Arabia,4
Jouf Airport,AJF,Jouf,Saudi Arabia,1
Khamis Mushait Airport,KMX,Khamis Mushait,Saudi Arabia,1
King Khalid Military Airport,KMC,King Khalid Military City,Saudi Arabia,1
Mohammad Bin Abdulaziz Airport,MED,Madinah,Saudi Arabia,2
Majma Airport,MJH,Majma,Saudi Arabia,1
Nejran Airport,EAM,Nejran,Saudi Arabia,1
Qaisumah Airport,AQI,Qaisumah,Saudi Arabia,1
Rafha Airport,RAH,Rafha,Saudi Arabia,1
King Khaled International Airport,RUH,Riyadh,Saudi Arabia,4
Sharurah Airport,SHW,Sharurah,Saudi Arabia,1
Sulayel Airport,SLF,Sulayel,Saudi Arabia,1
Tabuk Airport,TUU,Tabuk,Saudi Arabia,1
Taif Airport,TIF,Taif,Saudi Arabia,1
Turaif Airport,TUI,Turaif,Saudi Arabia,1
Unayzah Airport,UZH,Unayzah,Saudi Arabia,1
Wadi Ad Dawasir Airport,WAE,Wadi Ad Dawasir,Saudi Arabia,1
Wedjh Airport,EJH,Wedjh,Saudi Arabia,1
Yanbu Airport,YNB,Yanbu,Saudi Arabia,1
Zilfi Airport,ZUL,Zilfi,Saudi Arabia,1
Al Koude Airport,WWG,Al Koude,Oman,1
Buraimi Airport,RMB,Buraimi,Oman,1
Dibaa Airport,BYB,Dibaa,Oman,1
Khasab Airport,KHS,Khasab,Oman,1
Marmul Airport,OMM,Marmul,Oman,1
Masirah Airport,MSH,Masirah,Oman,1
Seeb Airport,MCT,Muscat,Oman,4
Salalah Airport,SLL,Salalah,Oman,2
Sur Airport,SUH,Sur,Oman,1
Thumrait Airport,TTH,Thumrait,Oman,1
Agadir Almassira Airport,AGA,Agadir,Morocco,2
Charif Al Idrissi Airport,AHU,Al Hoceima,Morocco,1
Anfa Airport,CAS,Casablanca,Morocco,1
La Braq Airport,LAQ,Beida,Libya,1
Benina International Airport,BEN,Benghazi,Libya,1
Brack Airport,BCQ,Brack,Libya,1
Martuba Airport,DNF,Derna,Libya,1
Ghadames Airport,LTD,Ghadames,Libya,1
Ghat Airport,GHT,Ghat,Libya,1
Houn Airport,HUQ,Houn,Libya,1
Mohamed V Airport,CMN,Casablanca,Morocco,3
Dakhla Airport,VIL,Dakhla,Morocco,1
Errachidia Airport,ERH,Errachidia,Morocco,1
Essaouira Airport,ESU,Essaouira,Morocco,1
Sais Airport,FEZ,Fez (Fes),Morocco,2
Goulimime Airport,GLN,Goulimime,Morocco,1
Ksar Es Souk Airport,SEK,Ksar Es Souk,Morocco,1
Kufrah Airport,AKF,Kufrah,Libya,1
Marsa Brega Airport,LMQ,Marsa Brega,Libya,1
Misurata Airport,MRA,Misurata,Libya,1
Mitiga Airport,MJI,Mitiga,Libya,1
Murzuq Airport,QMQ,Murzuq,Libya,1
Beirut International Airport,BEY,Beirut,Lebanon,5
Kleyate Airport,KYE,Tripoli,Lebanon,1
Hassan I Airport,EUN,Laayoune,Morocco,1
Menara Airport,RAK,Marrakech,Morocco,3
Meknes Airport,MEK,Meknes,Morocco,1
Nador Airport,NDR,Nador,Morocco,1
Ouarzazate Airport,OZZ,Ouarzazate,Morocco,1
Les Angades Airport,OUD,Oujda,Morocco,1
Sale Airport,RBA,Rabat,Morocco,2
Safi Airport,SFI,Safi,Morocco,1
Sidi Ifni Airport,SII,Sidi Ifni,Morocco,1
Nafoora Airport,NFR,Nafoora,Libya,1
Sebha Airport,SEB,Sebha,Libya,1
Sert Airport,SRX,Sert,Libya,1
Tobruk Airport,TOB,Tobruk,Libya,1
Tripoli International Airport,TIP,Tripoli,Libya,3
Ubari Airport,QUB,Ubari,Libya,1
Zwara Airport,WAX,Zwara,Libya,1
Smara Airport,SMW,Smara,Morocco,1
Tan Tan Airport,TTA,Tan Tan,Morocco,1
Boukhalef Airport,TNG,Tangier,Morocco,2
Tarfaya Airport,TFY,Tarfaya,Morocco,1
Sania Ramel Airport,TTU,Tetuan,Morocco,1
Civil - Marka Airport,ADJ,Amman,Jordan,1
Queen Alia International Airport,AMM,Amman,Jordan,4
King Hussein International Airport,AQJ,Aqaba,Jordan,2
Maan Airport,MPQ,Maan,Jordan,1
King Hussein Airport,OMF,Mafraq,Jordan,1
Ahmed Al Jaber Airport,XIJ,Ahmed Al Jaber,Kuwait,1
Kuwait International Airport,KWI,Kuwait,Kuwait,4
Beer Sheba Airport,BEV,Beer Sheba,Israel,1
Ein Yahav Airport,EIY,Ein Yahav,Israel,1
Elat (Eilat) Airport,ETH,Elat (Eilat),Israel,2
Gush Katif Airport,GHK,Gush Katif,Israel,1
Haifa Airport,HFA,Haifa,Israel,1
Al Muthana Airport,BGW,Baghdad,Iraq,1
Baghdad International Airport,SDA,Baghdad,Iraq,1
Balad Airport,XQC,Balad,Iraq,1
Bamerny Airport,BMN,Bamerny,Iraq,1
Baqubah Airport,XQV,Baqubah,Iraq,1
Basra International Airport,BSR,Basra,Iraq,1
Jerusalem Airport,JRS,Jerusalem,Israel,1
Kiryat Shmona Airport,KSW,Kiryat Shmona,Israel,1
Masada Airport,MTZ,Masada,Israel,1
Mitspeh Ramon Airport,MIP,Mitspeh Ramon,Israel,1
Ovda Airport,VDA,Ovda,Israel,1
Rosh Pina Airport,RPN,Rosh Pina,Israel,1
Ben Gurion International Airport,TLV,Tel Aviv Yafo,Israel,4
Sde Dov Airport,SDV,Tel Aviv Yafo,Israel,1
Yotvata Airport,YOT,Yotvata,Israel,1
Erbil International Airport,EBL,Erbil,Iraq,1
Khan Al Baghdadi Airport,XIH,Khan Al Baghdadi,Iraq,1
Kirkuk Airport,KIK,Kirkuk,Iraq,1
Mosul Airport,OSM,Mosul,Iraq,1
Al Najaf International Airport,NJF,Najaf,Iraq,1
Nasiriyah Airport,XNH,Nasiriyah,Iraq,1
Ramidi Airport,XTM,Ramadi,Iraq,1
Tikrit Airport,XTV,Tikrit,Iraq,1
Abadan Airport,ABD,Abadan,Iran,1
Abu Musa Airport,AEU,Abu Musa,Iran,1
Aghajari Airport,AKW,Aghajari,Iran,1
Ahwaz Airport,AWZ,Ahwaz,Iran,1
Araak Airport,AJK,Araak,Iran,1
Ardabil Airport,ADU,Ardabil,Iran,1
Asaloyeh Airport,YEH,Asaloyeh,Iran,1
Babolsar Airport,BBL,Babolsar,Iran,1
Bahregan Airport,IAQ,Bahregan,Iran,1
Bam Airport,BXR,Bam,Iran,1
Bandar Abbas Airport,BND,Bandar Abbas,Iran,1
Bandar Lengeh Airport,BDH,Bandar Lengeh,Iran,1
Mahshahr Airport,MRX,Bandar Mahshahr,Iran,1
Birjand Airport,XBJ,Birjand,Iran,1
Bojnord Airport,BJB,Bojnord,Iran,1
Bushehr Airport,BUZ,Bushehr,Iran,1
Chah-Bahar Airport,ZBR,Chah-Bahar,Iran,1
Dezful Airport,DEF,Dezful,Iran,1
Fasa Airport,FAZ,Fasa,Iran,1
Gachsaran Airport,GCH,Gachsaran,Iran,1
Ghazvin Airport,GZW,Ghazvin,Iran,1
Gheshm Airport,GSM,Gheshm,Iran,1
Gorgan Airport,GBT,Gorgan,Iran,1
Abu Rudeis Airport,AUE,Abu Rudeis,Egypt,1
Abu Simbel Airport,ABS,Abu Simbel,Egypt,1
Al Arish Airport,AAC,Al Arish,Egypt,1
Borg El Arab Airport,HBE,Alexandria,Egypt,2
El Nozha Airport,ALY,Alexandria,Egypt,2
Assiut Airport,ATZ,Assiut,Egypt,2
Aswan Airport,ASW,Aswan,Egypt,1
Cairo International Airport,CAI,Cairo,Egypt,5
Adrar Airport,AZR,Adrar,Algeria,1
Houari Boumediene Airport,ALG,Algiers,Algeria,2
Les Salines Airport,AAE,Annaba,Algeria,1
Batna Airport,BLJ,Batna,Algeria,1
Leger Airport,CBH,Bechar,Algeria,1
Bahrain International Airport,BAH,Manama,Bahrain,4
Muharraq Airport,GBQ,Muharraq,Bahrain,1
Hamadan Airport,HDM,Hamadan,Iran,1
Havadarya Airport,HDR,Havadarya,Iran,1
Hesa Airport,IFH,Hesa,Iran,1
Ilaam Airport,IIL,Ilaam,Iran,1
Iran Shahr Airport,IHR,Iran Shahr,Iran,1
Isfahan Airport,IFN,Isfahan,Iran,1
Alalamain International Airport,DBB,Dabaa City,Egypt,1
Dakhla Airport,DAK,Dakhla Oasis,Egypt,1
El Minya Airport,EMY,El Minya,Egypt,1
Bejaia Airport,BJA,Bejaia,Algeria,1
Biskra Airport,BSK,Biskra,Algeria,1
Bordj Badji Mokhtar Airport,BMW,Bordj Badji Mokhtar,Algeria,1
Ain Eddis Airport,BUJ,Boussaada,Algeria,1
Chlef Airport,CFK,Chlef,Algeria,1
Ain El Bey Airport,CZL,Constantine,Algeria,1
Inedbirenne Airport,DJG,Djanet,Algeria,1
El Golea Airport,ELG,El Golea,Algeria,1
Guemar Airport,ELU,El Oued,Algeria,1
Gara Djebilet Airport,GBB,Gara Djebilet,Algeria,1
Jiroft Airport,JYR,Jiroft,Iran,1
Kalaleh Airport,KLM,Kalaleh,Iran,1
Jam Airport,KNR,Kangan,Iran,1
Kerman Airport,KER,Kerman,Iran,1
Kermanshah Airport,KSH,Kermanshah,Iran,1
Khaneh Airport,KHA,Khaneh,Iran,1
Khark Island Airport,KHK,Khark Island,Iran,1
Hurghada Airport,HRG,Hurghada,Egypt,2
Kharga Airport,UVL,Kharga,Egypt,1
Luxor Airport,LXR,Luxor,Egypt,2
Berdyansk Airport,ERD,Berdyansk,Ukraine,1
Cherkassy Airport,CKC,Cherkassy,Ukraine,1
Chernigov Airport,CEJ,Chernigov,Ukraine,1
Chernovtsy Airport,CWC,Chernovtsy,Ukraine,1
Dnepropetrovsk Airport,DNK,Dnepropetrovsk,Ukraine,2
Donetsk Airport,DOK,Donetsk,Ukraine,2
Noumerate Airport,GHA,Ghardaia,Algeria,1
Oued Irara Apt Airport,HME,Hassi Messaoud,Algeria,2
Illizi Airport,VVZ,Illizi,Algeria,1
In Amenas Airport,IAM,In Amenas,Algeria,1
In Guezzam Airport,INF,In Guezzam,Algeria,1
In Salah Airport,INZ,In Salah,Algeria,1
Jijel Airport,GJL,Jijel,Algeria,1
Kouba Airport,KDF,Kouba,Algeria,1
Mascara Airport,MUW,Mascara,Algeria,1
Dyce Airport,ABZ,Aberdeen,United Kingdom,3
RAF Station,ABB,Abingdon,United Kingdom,1
RAF Station,AYH,Alconbury,United Kingdom,1
The Blaye Airport,ACI,Alderney,United Kingdom,1
Andover Airport,ADV,Andover,United Kingdom,1
Khorramabad Airport,KHD,Khorramabad,Iran,1
Khoy Airport,KHY,Khoy,Iran,1
Kish Island Airport,KIH,Kish Island,Iran,1
Lamerd Airport,LFM,Lamerd,Iran,1
Lar A/P Airport,LRR,Lar,Iran,1
Lavan Airport,LVP,Lavan,Iran,1
Shahid Hashemi Nejad Airport,MHD,Mashhad,Iran,2
Nojeh Airport,NUJ,Nojeh,Iran,1
Now Shahr Airport,NSH,Now Shahr,Iran,1
Manguna Airport,MFO,Manguna,Egypt,1
Marsa  Alam Airport,RMF,Marsa  Alam,Egypt,2
Mersa Matruh Airport,MUH,Mersa Matruh,Egypt,1
Port Said Airport,PSD,Port Said,Egypt,1
Ramadan Airport,TFR,Ramadan,Egypt,1
Mount Sinai Airport,SKV,Santa Katarina,Egypt,1
Ivano-Frankovsk Airport,IFO,Ivano-Frankovsk,Ukraine,1
Kamenets-Podolskiy Airport,KCP,Kamenets-Podolskiy,Ukraine,1
Kerch Airport,KHC,Kerch,Ukraine,1
Kharkov Airport,HRK,Kharkov (Kharkiv),Ukraine,2
Kherson Airport,KHE,Kherson,Ukraine,1
Khmelnitskiy Airport,HMJ,Khmelnitskiy,Ukraine,1
Borispol Airport,KBP,Kiev,Ukraine,3
Zhulhany Airport,IEV,Kiev,Ukraine,2
Kirovograd Airport,KGO,Kirovograd,Ukraine,1
Mechria Airport,MZW,Mechria,Algeria,1
Mostaganem Airport,MQV,Mostaganem,Algeria,1
Es Senia Airport,ORN,Oran,Algeria,1
Tafaraoui Airport,TAF,Oran,Algeria,1
Ain Beida Airport,OGX,Ouargla,Algeria,1
Setif Airport,QSF,Setif,Algeria,1
Sidi Belabbes Airport,BFW,Sidi Belabbes,Algeria,1
Skikda Airport,SKI,Skikda,Algeria,1
Bally Kelly Airport,BOL,Bally Kelly,United Kingdom,1
North Bay Airport,BRR,Barra,United Kingdom,2
Walney Island Airport,BWF,Barrow-In-Furness,United Kingdom,1
Belfast City Airport,BHD,Belfast,United Kingdom,2
Belfast International Airport,BFS,Belfast,United Kingdom,2
Bembridge Airport,BBP,Bembridge,United Kingdom,1
Benbecula Airport,BEB,Benbecula,United Kingdom,2
RAF Station,BEX,Benson,United Kingdom,1
Birmingham International Airport,BHX,Birmingham,United Kingdom,4
Adana Airport,ADA,Adana,Turkey,2
Adana-Incirlik Airbase,UAB,Adana,Turkey,1
Adiyaman Airport,ADF,Adiyaman,Turkey,1
Afyon Airport,AFY,Afyon,Turkey,1
Omidieh Airport,OMI,Omidieh,Iran,1
Parsabad Airport,PFQ,Parsabad,Iran,1
Rafsanjan Airport,RJN,Rafsanjan,Iran,1
Ramsar Airport,RZR,Ramsar,Iran,1
Rasht Airport,RAS,Rasht,Iran,1
Sabzevar Airport,AFZ,Sabzevar,Iran,1
Sahand Airport,ACP,Sahand,Iran,1
Sanandaj Airport,SDG,Sanandaj,Iran,1
Shark Elowainat Airport,GSQ,Shark Elowainat,Egypt,1
Sharm El Sheikh International Airport,SSH,Sharm El Sheikh,Egypt,4
Sidi Barani Airport,SQK,Sidi Barani,Egypt,1
Siwa Airport,SEW,Siwa,Egypt,1
Mubarak International Airport,HMB,Sohag,Egypt,1
Taba International Airport,TCP,Taba,Egypt,1
Tour Sinai City Airport,ELT,Tour Sinai City,Egypt,1
Kramatorsk Airport,KRQ,Kramatorsk,Ukraine,1
Kremenchug Airport,KHU,Kremenchug,Ukraine,1
Krivoy Rog Airport,KWG,Krivoy Rog,Ukraine,1
Lugansk Airport,VSG,Lugansk,Ukraine,1
Altenrhein Airport,ACH,Altenrhein,Switzerland,2
Ascona Airport,ACO,Ascona,Switzerland,1
Belp Airport,BRN,Berne,Switzerland,2
Emmen Airport,EML,Emmen,Switzerland,1
Geneve-Cointrin Airport,GVA,Geneva,Switzerland,5
Lugano Airport,LUG,Lugano,Switzerland,1
Aguemar Airport,TMR,Tamanrasset,Algeria,1
Tbessa Airport,TEE,Tbessa,Algeria,1
Bouchekif Airport,TID,Tiaret,Algeria,1
Timimoun Airport,TMX,Timimoun,Algeria,1
Tindouf Airport,TIN,Tindouf,Algeria,1
Zenata Airport,TLM,Tlemcen,Algeria,1
Touggourt Airport,TGR,Touggourt,Algeria,1
Blackbush Airport,BBS,Blackbush,United Kingdom,1
Blackpool Airport,BLK,Blackpool,United Kingdom,2
Bournemouth International Airport,BOH,Bournemouth,United Kingdom,2
Bradford Airport,BRF,Bradford,United Kingdom,1
Wether Field RAF,WXF,Braintree,United Kingdom,1
Lakenheath RAF,LKZ,Brandon,United Kingdom,1
Brighton Airport,BSH,Brighton,United Kingdom,1
Bristol Airport,BRS,Bristol,United Kingdom,2
Burtonwood Airport,BUT,Burtonwood,United Kingdom,1
Agri Airport,AJI,Agri,Turkey,2
Esenboga Airport,ESB,Ankara,Turkey,2
Etimesgut Airport,ANK,Ankara,Turkey,1
Hatay Airport,HTY,Antakya,Turkey,1
Antalya Airport,AYT,Antalya,Turkey,2
Balikesir Airport,BZI,Balikesir,Turkey,1
Sarakhs Airport,CKT,Sarakhs,Iran,1
Dashte Naz Airport,SRY,Sary,Iran,1
Shahre-Kord Airport,CQD,Shahre-Kord,Iran,1
Shiraz Airport,SYZ,Shiraz,Iran,2
Sirjan Airport,SYJ,Sirjan,Iran,1
Lutsk Airport,UCK,Lutsk,Ukraine,1
Snilow Airport,LWO,Lviv,Ukraine,2
Mariupol Airport,MPW,Mariupol,Ukraine,1
Mirgorod Airport,MXR,Mirgorod,Ukraine,1
Nikolaev Airport,NLV,Nikolaev,Ukraine,1
Central Airport,ODS,Odessa,Ukraine,2
Poltava Airport,PLV,Poltava,Ukraine,1
Rovno Airport,RWN,Rovno,Ukraine,1
Belbek Airport,UKS,Sevastopol,Ukraine,1
EuroAirport Basel-Mulhouse-Freiburg,BSL,Mulhouse/Basel,Switzerland,3
EuroAirport French Airport,MLH,Mulhouse/Basel,Switzerland,2
Sion Airport,SIR,Sion,Switzerland,1
Samedan Airport,SMV,St Moritz,Switzerland,1
Zurich Airport,ZRH,Zurich,Switzerland,5
Honington Airport,BEQ,Bury St Edmunds,United Kingdom,1
Cambridge Airport,CBG,Cambridge,United Kingdom,1
Machrihanish Airport,CAL,Campbeltown,United Kingdom,2
Cardiff-Wales Airport,CWL,Cardiff,United Kingdom,2
Carlisle Airport,CAX,Carlisle,United Kingdom,1
Merkez Airport,MQJ,Balikesir,Turkey,1
Bandirma Airport,BDM,Bandirma,Turkey,1
Batman Airport,BAL,Batman,Turkey,2
Imsik Airport,BXN,Bodrum,Turkey,1
Milas Airport,BJV,Bodrum,Turkey,2
Bursa Airport,BTZ,Bursa,Turkey,1
Yenisehir Airport,YEI,Bursa,Turkey,2
Canakkale Airport,CKZ,Canakkale,Turkey,1
Dalaman Airport,DLM,Dalaman,Turkey,2
Cardak Airport,DNZ,Denizli,Turkey,2
Sirri Island Airport,SXI,Sirri Island,Iran,1
Tabas Airport,TCX,Tabas,Iran,1
Tabriz Airport,TBZ,Tabriz,Iran,1
Imam Khomeini International Airport,IKA,Tehran,Iran,1
Mehrabad Airport,THR,Tehran,Iran,4
Tohid Airport,TEW,Tohid,Iran,1
Urmieh Airport,OMH,Urmieh,Iran,1
Severodoneck Airport,SEV,Severodoneck,Ukraine,1
Simferopol Airport,SIP,Simferopol,Ukraine,2
Sumy Airport,UMY,Sumy,Ukraine,1
Ternopol Airport,TNL,Ternopol,Ukraine,1
Uzhgorod Airport,UDJ,Uzhgorod,Ukraine,1
Chester Airport,CEG,Chester,United Kingdom,1
Coll Island Airport,COL,Coll Island,United Kingdom,1
Colonsay Is Airport,CSA,Colonsay Is,United Kingdom,1
Baginton Airport,CVT,Coventry,United Kingdom,1
Cromarty Airport,CRN,Cromarty,United Kingdom,1
Doncaster Sheffield Airport,DSA,Doncaster,United Kingdom,2
Dornoch Airport,DOC,Dornoch,United Kingdom,1
Dundee Airport,DND,Dundee,United Kingdom,1
Durham Tees Valley Airport,MME,Durham Tees Valley,United Kingdom,2
Diyarbakir Airport,DIY,Diyarbakir,Turkey,2
Edremit/Korfez Airport,EDO,Edremit/Korfez,Turkey,1
Elazig Airport,EZS,Elazig,Turkey,2
Erzincan Airport,ERC,Erzincan,Turkey,2
Erzurum Airport,ERZ,Erzurum,Turkey,2
Anadolu University Airport,AOE,Eskisehir,Turkey,1
Eskisehir Airport,ESK,Eskisehir,Turkey,1
Gaziantep Airport,GZT,Gaziantep,Turkey,2
Isparta Airport,ISE,Isparta,Turkey,1
Alvesta Airport,XXA,Alvesta,Sweden,1
Angelholm Airport,AGH,Angelholm/Helsingborg,Sweden,2
Arvidsjaur Airport,AJR,Arvidsjaur,Sweden,2
Avesta Krylbo Airport,XYP,Avesta Krylbo,Sweden,1
Dala Airport,BLE,Borlange/Falun,Sweden,1
Enkoping Airport,XWQ,Enkoping,Sweden,1
Eskilstuna Airport,EKT,Eskilstuna,Sweden,1
Los Llanos Airport,ABC,Albacete,Spain,2
Algeciras Airport,AEI,Algeciras,Spain,1
Lleida-Alguaire Airport,ILD,Alguaire,Spain,1
Alicante Airport,ALC,Alicante,Spain,3
Almeria Airport,LEI,Almeria,Spain,2
Asturias Airport,OVD,Asturias,Spain,2
Talaveral La Real Airport,BJZ,Badajoz,Spain,2
Barcelona (El Prat) Airport,BCN,Barcelona,Spain,5
Bilbao Airport,BIO,Bilbao,Spain,3
Brnik Airport,LJU,Ljubljana,Slovenia,3
Maribor Airport,MBX,Maribor,Slovenia,1
Portoroz Airport,POW,Portoroz,Slovenia,1
Ivanka Airport,BTS,Bratislava,Slovakia,2
Barca Airport,KSC,Kosice,Slovakia,2
Lucenec Airport,LUE,Lucenec,Slovakia,1
